case,gen,target_latency,llm_latency,file
37,sakana,13.789921283721924,5.743882207870484,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
37,0,13.792542743682862,0.8169267177581787,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case37-gen0.log
37,1,13.795655670166015,0.6282239973545074,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case37-gen1.log
37,2,13.796208629608154,0.3250585603713989,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case37-gen2.log
37,3,13.796208629608154,0.3250585603713989,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case37-gen3.log
39,sakana,15.980441589355468,20.193771476745606,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
39,0,15.988244495391847,14.509076557159425,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case39-gen0.log
39,1,15.990804443359375,14.174556140899659,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case39-gen1.log
39,2,15.990190105438232,8.208261089324951,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case39-gen2.log
39,3,15.990190105438232,8.208261089324951,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case39-gen3.log
40,sakana,9.820876846313476,4.373340158462525,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
40,0,9.834188766479492,1.1131904053688049,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case40-gen0.log
40,1,9.818111972808838,1.1089510226249695,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case40-gen1.log
40,2,9.803530311584472,1.1038310408592225,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case40-gen2.log
40,3,9.803530311584472,1.1038310408592225,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case40-gen3.log
42,sakana,16.918958129882814,12.415201072692872,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
42,0,16.92014575958252,4.189573163986206,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case42-gen0.log
42,1,16.943103790283203,4.18836483001709,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case42-gen1.log
42,2,16.943779373168944,4.179087371826172,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case42-gen2.log
42,3,16.943779373168944,4.179087371826172,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case42-gen3.log
43,sakana,6.949396572113037,3.644395613670349,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
43,0,6.949826459884644,3.3606451511383058,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case43-gen0.log
43,1,6.9536152267456055,3.2519167709350585,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case43-gen1.log
43,2,6.9536152267456055,3.2519167709350585,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case43-gen2.log
43,3,6.9536152267456055,3.2519167709350585,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case43-gen3.log
44,sakana,13.018521556854248,3.8507519960403442,/data/home/wuqidie/projects/draw_circule_latency_bylog/sakana_summary.log
44,0,13.054504947662354,3.8291865968704224,/data/home/wuqidie/projects/draw_circule_latency_bylog/all_log_files/case44-gen0.log
